3,4
6,1
7,1
8,5
9,5
10,1
12,3
18,3
19,9
21,3
26,2
27,1
29,2
32,3
33,1
35,1
36,1
39,1
40,2
52,1
53,1
54,1
56,2
57,4
64,2
66,1
82,1
84,1
85,1
86,6
87,1
88,1
