1,1705658
2,1705531
3,1215585
4,0
5,0
6,0
7,0
8,2075375
9,3100441
10,1082
10,365081
11,3097965
12,3021785
13,3097824
14,3097278
15,3022010
16,3022155
17,3021290
18,3021180
19,3021102
20,3021041
21,3020919
22,3022237
23,3022363
24,3020300
25,3022574
26,3021493
27,3097025
28,3022802
29,3014897
30,2657920
31,2657908
32,856909
33,861358
34,2740686
35,2666769
36,2666939
37,2667244
38,2666989
39,2660483
40,2666772
41,2664646
42,2664460
43,2664317
44,2659255
45,2658394
46,2663996
47,2074722
48,2740359
49,2740316
50,2740314
51,2740337
52,2661082
53,2660841
54,2740207
55,2658614
56,2660242
57,2660093
58,2658500
59,2161376
60,2658425
61,26
62,6934
63,1887780
64,10139
65,10154
66,861103
67,627203
68,19330
69,30440
70,84
71,261661
72,4930
73,57563
73,231278
74,231010
75,231140
76,450271
77,450240
78,423543
79,423507
80,423475
81,423416
82,423380
83,145884
84,162
85,25629
86,25587
87,48165
88,48131
88,111320
89,38
90,1876
91,10
92,6954
93,93978
94,90886
95,213
96,35913
