1,8903
2,190701
3,10
4,848449
5,130018
6,779742
7,1332352
8,654788
9,779672
10,697731
11,364093
12,83564
13,613278
14,2701
15,57152
16,57295
17,238986
18,2422
19,40356
20,391407
21,720239
22,948927
23,1035100
24,2268761
25,678806
26,5705
27,816090
28,760622
29,31395
30,269668
31,1719740
32,351366
33,2494987
34,353673
35,1062906
36,1180945
37,1374671
38,1022528
39,68778
40,1099559
41,761104
42,132
43,75056
44,654885
45,177690
46,75
47,1125976
48,368300
49,139766
50,300924
51,689812
52,209748
53,382835
54,26778
55,7327
56,148024
57,835
58,344139
59,344049
60,1427
61,341477
62,362781
63,240208
64,174089
65,68332
66,489217
67,3372
68,68
69,48263
70,101548
71,12521
72,2434
73,19103
74,15086
75,99584
76,23674
77,532482
78,0
79,1075
80,54660
81,166404
82,34153
83,7514
84,10
85,160
86,45
87,15377
88,151888
89,23021
90,34897
91,35024
92,8572
93,24400
