1,0
2,452566
3,2117
4,118313
5,692389
6,1443489
7,76845
8,1340438
9,1339892
10,4893
11,330655
12,1240
13,261292
14,3998953
15,3811513
16,195055
17,947929
18,220155
19,847199
20,57
21,727599
22,0
23,6
24,656970
25,604384
26,3375203
27,572373
28,563915
29,3365954
30,0
31,2665954
32,1289566
33,235200
34,0
35,44567
36,300288
37,0
38,0
39,222102
40,0
41,12363
42,9854
43,182406
44,47280
45,148984
46,148929
47,148878
48,148867
49,148785
50,178366
51,141561
52,169614
53,42856
54,106163
55,195543
56,94340
57,176316
58,0
59,10
60,153840
61,0
62,97188
63,852
64,14143
65,0
66,0
67,67240
68,0
69,1008703
70,64727
71,65545
72,62044
73,61909
74,65097
75,63912
76,1005792
77,63092
78,1005496
79,59256
80,1004961
81,0
82,59512
83,1
84,1000300
85,5297
86,3737
87,967815
88,22948
89,965313
90,0
91,442454
92,169377
93,0
