3,,
5,,
7,2128705,3106800
18,941804,-691200
19,2934309,3106800
22,4048604,3106800
23,-172490,-691200
25,2934310,3106800
26,2651926,3106800
27,4048604,3106800
28,4054367,3106800
30,4054367,3106800
