1,-3304510,-2847600
2,-1762836,-2847600
7,-1762946,-2847600
9,-2971206,-2847600
10,-2093610,-2847600
12,-2892921,-2847600
13,5298996,5094000
19,519858,1382400
20,1469289,1382400
21,529482,1382400
22,1207620,1382400
23,1441329,1382400
24,1472283,1382400
25,1207590,1382400
