2,-42347,950400
3,242592,86400
6,-38221,950400
8,-13555,950400
9,,
10,1001581,950400
11,,
12,33077,950400
13,42490,950400
15,-699052,86400
16,-614401,86400
18,,
21,,
22,1344355,691200
23,,
24,,
25,,
26,,
27,2027134,86400
30,,
